Gene,Probe,Pearson,MaxDiff,Tau,Euclid,AvgVar
PARD6A,CUST_9189_PI416261804,0.1811,0.3805,0.1136,5.9054,0.113
TRIM50,CUST_9678_PI416261804,0.1811,0.2958,0.0695,8.7895,0.068
ENST00000390361,A_23_P364355,0.1806,0.4283,0.1393,7.6312,0.142
KRTAP197,CUST_346_PI416573500,0.1806,0.3551,0.1079,9.9288,0.106
SFXN2,A_24_P175612,0.1805,0.4102,0.1223,7.4202,0.123
S100A5,A_23_P115467,0.1804,0.4211,0.1076,10.0141,0.112
SLURP1,A_24_P269527,0.1804,0.4023,0.1105,11.6189,0.111
LOC728927,A_24_P897062,0.1802,0.3829,0.1391,7.6277,0.137
HTR1B,CUST_553_PI417557136,0.1801,0.4253,0.1314,10.2153,0.132
LIN52,CUST_10378_PI416261804,0.1799,0.4713,0.1311,5.1046,0.131
LOC339352,CUST_223_PI417507815,0.1799,0.3303,0.1046,7.561,0.104
ALOX12B,A_23_P83634,0.1798,0.4307,0.1201,7.2544,0.121
A3GALT2,CUST_16653_PI416261804,0.1798,0.4555,0.1336,9.8793,0.134
PRDM1,A_23_P350451,0.1798,0.3969,0.1401,18.063,0.137
MMP19,A_23_P203888,0.1798,0.3436,0.1023,6.9795,0.101
ZNF30,CUST_1073_PI416261804,0.1797,0.415,0.1351,6.0494,0.139
LCE2A,CUST_1032_PI416379584,0.1795,0.4338,0.129,10.8853,0.13
ELOVL3,CUST_4906_PI416261804,0.1795,0.3394,0.1008,9.8001,0.103
SAMD10,A_23_P427616,0.1794,0.4053,0.1368,9.5572,0.136
EFNB3,A_23_P433588,0.1794,0.3593,0.0921,8.9359,0.099
ZNF648,CUST_204_PI416573500,0.1793,0.4035,0.1134,13.1014,0.118
NPM3,CUST_8599_PI416261804,0.1791,0.4253,0.1241,5.5802,0.124
CCR9,CUST_5911_PI416261804,0.1791,0.4023,0.1375,6.8938,0.137
FOXD4L3,CUST_13303_PI416261804,0.179,0.4719,0.1514,8.4839,0.158
DMPK,CUST_12483_PI416261804,0.179,0.3515,0.1033,8.4097,0.105
ACOT11,A_23_P325726,0.1789,0.4307,0.1295,8.1108,0.132
HCG9,CUST_103_PI417507815,0.1785,0.4192,0.1307,10.4292,0.138
CELA2B,A_23_P51711,0.1783,0.458,0.1356,8.8126,0.136
C17orf65,CUST_300_PI416261804,0.1783,0.3823,0.1116,6.2148,0.112
ANKRD53,A_24_P371184,0.1782,0.4356,0.1315,10.3797,0.131
ATP13A5,CUST_6259_PI416261804,0.178,0.3146,0.062,10.4691,0.062
WDR4,A_23_P143535,0.1779,0.4223,0.1296,7.132,0.133
LOC644844,CUST_1081_PI416573500,0.1778,0.3829,0.1211,8.2354,0.119
ZNF674,A_24_P92558,0.1778,0.3394,0.1152,7.7744,0.114
CISH,A_23_P144096,0.1776,0.415,0.1208,14.0739,0.128
KRT71,A_23_P99044,0.1776,0.3545,0.1199,9.2667,0.118
HIST1H2AA,A_23_P355439,0.1775,0.3593,0.1081,9.9411,0.106
ICAM4,CUST_5155_PI416261804,0.1774,0.4229,0.1182,10.9602,0.123
SLC35A3,CUST_1212_PI416261804,0.1774,0.441,0.1372,6.8364,0.139
DEPDC4,CUST_2215_PI416261804,0.1774,0.3176,0.1009,6.7818,0.101
RHPN1,A_23_P87435,0.1773,0.3243,0.0836,6.8019,0.082
C5AR1,A_23_P303058,0.1772,0.412,0.1302,10.0484,0.133
LOC388312,CUST_483_PI417507815,0.177,0.3842,0.1158,8.132,0.115
RORC,A_23_P372910,0.1769,0.4737,0.1334,11.1787,0.137
ZNF319,A_23_P26314,0.1769,0.4217,0.1227,8.0249,0.123
LOC144486,CUST_11609_PI416261804,0.1769,0.3575,0.0983,7.6875,0.098
LOC253039,A_24_P605081,0.1769,0.3642,0.1182,8.1568,0.121
RGNEF,A_32_P213330,0.1768,0.3938,0.1262,7.648,0.133
RASSF10,CUST_507_PI416379584,0.1768,0.3962,0.1129,11.9109,0.114
OR5B17,CUST_247_PI416573500,0.1767,0.4392,0.1289,10.9849,0.132
FAM53C,A_24_P380234,0.1764,0.3684,0.1101,6.9874,0.109
MCART3P,A_32_P143850,0.1763,0.386,0.1177,4.7151,0.116
COPS6,A_23_P8432,0.1761,0.3956,0.1116,5.2869,0.112
RACGAP1P,A_23_P65041,0.176,0.4332,0.1224,8.0619,0.125
C6orf132,CUST_3092_PI416261804,0.1757,0.4047,0.0977,7.0852,0.1
DGCR6,A_24_P202948,0.1757,0.3793,0.1159,6.3914,0.115
NSUN3,CUST_13988_PI416261804,0.1756,0.4737,0.1632,6.849,0.163
PEAR1,A_24_P323901,0.1753,0.3999,0.1168,7.869,0.115
TLX2,A_24_P328446,0.1751,0.3975,0.1051,6.1311,0.112
ZNF414,A_23_P340922,0.1751,0.3702,0.1301,7.4455,0.135
KRTAP195,CUST_429_PI416379584,0.175,0.3884,0.0909,13.3087,0.095
GRTP1,CUST_11140_PI416261804,0.175,0.3001,0.0883,7.6094,0.088
FLT3LG,CUST_11708_PI416261804,0.1749,0.5015,0.152,8.8266,0.155
FAM129C,A_24_P940348,0.1747,0.4217,0.1327,6.9587,0.134
ALKBH1,CUST_9160_PI416261804,0.1746,0.4519,0.1369,9.0636,0.145
CCL22,CUST_16827_PI416261804,0.1745,0.4283,0.1207,9.2102,0.123
IRX3,A_24_P207195,0.1745,0.3848,0.0986,9.5212,0.103
OXSM,CUST_11577_PI416261804,0.1744,0.4083,0.1277,8.4539,0.132
ARMC6,A_23_P425750,0.1743,0.3509,0.1097,5.2759,0.109
KRTAP194,CUST_419_PI416573500,0.1741,0.4325,0.1091,11.6073,0.11
OR13H1,CUST_389_PI416573500,0.1741,0.4628,0.1266,14.0817,0.129
LOC728379,CUST_3370_PI416261804,0.174,0.389,0.1296,7.4867,0.129
ZNF37A,A_23_P23941,0.1739,0.3702,0.1144,4.3406,0.114
LCE1F,A_23_P411321,0.1735,0.4513,0.1424,5.8626,0.144
APOBEC3B,A_24_P66027,0.1735,0.4223,0.1206,8.6684,0.122
PHOX2A,A_24_P215445,0.1734,0.2577,0.057,6.5777,0.056
OR2D2,CUST_430_PI416379584,0.1733,0.3829,0.1274,8.1834,0.128
LOC100008589,CUST_12580_PI416261804,0.1732,0.3382,0.1253,8.8441,0.124
ERN2,A_23_P49310,0.1729,0.3678,0.1105,11.5686,0.114
DEFA3,A_23_P31816,0.1729,0.3648,0.1099,24.2386,0.108
CD164L2,CUST_374_PI416379584,0.1728,0.3842,0.1068,9.2743,0.106
CSF3R,CUST_12938_PI416261804,0.1726,0.3805,0.1044,6.882,0.104
OR7E5P,A_23_P408930,0.1726,0.3442,0.1198,8.5539,0.119
ALPPL2,A_24_P131580,0.1724,0.4041,0.1315,7.1285,0.133
OGFR,A_23_P28707,0.1723,0.3733,0.1131,5.7203,0.117
C20orf196,CUST_45_PI416261804,0.1722,0.4211,0.136,7.6047,0.136
FAM22A,A_32_P799227,0.1721,0.3714,0.123,8.3039,0.123
RDH16,A_23_P36484,0.172,0.4344,0.1376,8.785,0.139
GPR78,A_23_P69652,0.1716,0.3636,0.1117,12.3078,0.113
RGP1,CUST_114_PI416379584,0.1715,0.4301,0.1257,6.8933,0.132
CCL24,A_23_P215491,0.1715,0.3829,0.1075,7.0786,0.112
LIN28,A_23_P74895,0.1713,0.4186,0.1287,8.7582,0.135
TRPM5,A_23_P87279,0.1712,0.4567,0.1267,12.3826,0.132
PSG7,A_24_P331761,0.1711,0.4017,0.104,12.8949,0.105
LOC100287376,CUST_5431_PI416261804,0.1711,0.4168,0.1154,11.1874,0.114
ZNF580,CUST_1271_PI416261804,0.1708,0.4083,0.1078,6.4626,0.112
FURIN,A_23_P3368,0.1708,0.415,0.1622,9.3812,0.163
ZNF85,A_23_P67702,0.1708,0.3739,0.1164,7.135,0.117
XAGE3,CUST_4431_PI416261804,0.1708,0.3309,0.1007,9.1395,0.099
ZNF296,A_23_P16058,0.1707,0.3479,0.0863,8.7313,0.087
VAC14,A_23_P77593,0.1707,0.3975,0.1224,7.3349,0.121
C3orf71,A_24_P76018,0.1705,0.3811,0.1129,7.659,0.113
C1orf177,A_24_P94319,0.1701,0.4005,0.122,10.2252,0.126
TSNARE1,A_23_P319520,0.1699,0.4059,0.1261,9.2428,0.126
EIF4E,A_24_P349560,0.1699,0.3412,0.1075,4.9663,0.107
ORM2,A_23_P9485,0.1696,0.3702,0.0983,9.857,0.096
KIF18B,CUST_477_PI416573500,0.1696,0.3854,0.1177,8.0073,0.118
TOP3A,A_23_P15829,0.1695,0.3612,0.1214,4.905,0.122
GH2,A_23_P207160,0.1694,0.4041,0.1183,9.0849,0.118
MED24,A_23_P124760,0.1693,0.3884,0.1194,6.2116,0.12
CYP1A2,A_23_P206110,0.1692,0.3479,0.1087,9.4068,0.107
HAPLN3,CUST_960_PI416261804,0.1692,0.3031,0.1009,10.5488,0.099
LOC100131642,A_24_P136124,0.1691,0.3763,0.0995,8.5258,0.098
SPI1,CUST_16709_PI416261804,0.1689,0.4332,0.118,7.8296,0.122
ZNF468,A_24_P109854,0.1689,0.3848,0.0934,5.8331,0.1
MAGEB16,CUST_1082_PI416573500,0.1688,0.4223,0.1169,8.9114,0.122
OR2M7,CUST_324_PI416379584,0.1687,0.4386,0.1289,9.7832,0.133
AI541080,A_32_P30785,0.1686,0.389,0.1069,7.1639,0.113
CDC14C,CUST_15332_PI416261804,0.1685,0.4725,0.152,7.4061,0.161
TMED9,CUST_1278_PI416261804,0.1684,0.3624,0.1219,8.0973,0.123
LSR,CUST_10302_PI416261804,0.1683,0.36,0.1031,9.8921,0.102
EXOSC4,A_23_P32463,0.1678,0.4126,0.1226,4.5218,0.122
PLVAP,A_24_P245589,0.1676,0.2989,0.0776,8.2818,0.076
MIER3,A_23_P18993,0.1673,0.4531,0.1355,7.0868,0.139
IP6K1,A_24_P396105,0.1673,0.3103,0.0809,5.1581,0.078
PIK3R6,CUST_11752_PI416261804,0.1673,0.4229,0.1101,11.7859,0.113
SLC25A44,CUST_7483_PI416261804,0.1673,0.4035,0.1151,8.5172,0.114
MIP,A_23_P47806,0.1671,0.4096,0.1198,11.2247,0.121
ADAMTS2,A_24_P251866,0.167,0.369,0.1067,8.9661,0.107
ZNF814,CUST_351_PI417507815,0.1669,0.4362,0.116,6.4429,0.121
LOC100294339,CUST_10732_PI416261804,0.1669,0.3581,0.1132,8.0997,0.111
OTC,CUST_14756_PI416261804,0.1668,0.3835,0.1191,7.9524,0.12
C17orf53,A_23_P129967,0.1666,0.3364,0.1117,7.9145,0.111
FCER2,CUST_15572_PI416261804,0.1664,0.4495,0.1274,8.7843,0.135
C14orf118,A_23_P54205,0.1663,0.4259,0.1229,8.453,0.128
SIX5,A_23_P328687,0.1662,0.4694,0.1539,5.5954,0.159
TRIM72,A_24_P281194,0.1662,0.3551,0.1081,9.6095,0.107
KNCN,CUST_533_PI416261804,0.1661,0.3176,0.086,10.4755,0.087
TPRA1,CUST_876_PI416573500,0.1659,0.386,0.1177,7.5801,0.117
SRF,A_24_P337657,0.1658,0.4277,0.1096,10.1571,0.12
LCE4A,A_23_P310540,0.1656,0.4513,0.1106,9.3114,0.115
FBXL14,CUST_9681_PI416261804,0.1655,0.3902,0.1089,6.9375,0.112
DEFB118,CUST_2308_PI416261804,0.1655,0.3926,0.1069,9.1353,0.111
FCN1,A_23_P157875,0.1654,0.4622,0.1135,12.3375,0.112
LOC100294334,CUST_4095_PI416261804,0.1652,0.4289,0.1065,9.7673,0.11
ZNF808,A_24_P272608,0.1651,0.4198,0.1215,5.3735,0.13
FOXD2,A_23_P413585,0.165,0.2807,0.0607,10.3158,0.06
AAMP,A_23_P56529,0.1649,0.4501,0.1145,7.8413,0.118
CXCL11,A_24_P20607,0.1649,0.3551,0.095,12.7188,0.095
SLC17A9,CUST_9712_PI416261804,0.1648,0.4289,0.1264,7.3191,0.133
ZFPM1,A_23_P54573,0.1647,0.4114,0.1223,3.82,0.128
ATAD4,CUST_1611_PI416261804,0.1646,0.4295,0.1129,8.7803,0.114
ENST00000407600,A_24_P401294,0.1646,0.2849,0.0866,10.7981,0.086
LOC389023,CUST_2631_PI416261804,0.1645,0.4664,0.1346,14.2633,0.139
GPR153,A_23_P97652,0.1645,0.3527,0.1106,8.3037,0.11
VWA5B1,CUST_8273_PI416261804,0.1641,0.3376,0.0838,8.6621,0.084
CD93,A_32_P56001,0.164,0.3672,0.119,9.6259,0.117
LOC642521,A_24_P281395,0.1639,0.3714,0.0999,11.5313,0.099
RAB38,CUST_10976_PI416261804,0.1638,0.3037,0.0579,8.6921,0.059
KRTAP102,CUST_506_PI416573500,0.1637,0.4537,0.1271,6.2587,0.133
WRAP53,A_23_P55064,0.1637,0.3938,0.114,7.6352,0.119
UCMA,CUST_12654_PI416261804,0.1636,0.3067,0.0597,11.1142,0.06
CACNA1F,A_23_P148327,0.1635,0.4198,0.1395,10.8023,0.147
LOC119358,CUST_3514_PI416261804,0.1634,0.3866,0.1123,7.9818,0.114
AQP8,A_23_P26522,0.1633,0.3055,0.0867,11.8674,0.085
POU5F2,CUST_838_PI416261804,0.1632,0.3727,0.1068,8.6419,0.107
ABCG4,CUST_16196_PI416261804,0.163,0.4083,0.1316,8.8684,0.131
GDAP2,A_24_P233878,0.163,0.4198,0.1419,6.4491,0.142
HTR3C,CUST_1295_PI417557136,0.1629,0.4834,0.126,14.1827,0.127
OR2V2,CUST_1633_PI416261804,0.1628,0.3418,0.0752,8.56,0.077
HBE1,A_24_P355568,0.1626,0.3545,0.0931,9.4388,0.104
LOC100290485,CUST_5834_PI416261804,0.1626,0.4017,0.124,8.1936,0.134
GAPDHS,CUST_13527_PI416261804,0.1625,0.4168,0.1256,6.405,0.132
C8orf74,CUST_81_PI416573500,0.1623,0.467,0.1395,7.8692,0.146
AQR,A_24_P280378,0.1623,0.3745,0.1035,6.1912,0.107
ASB10,A_23_P427634,0.1622,0.3938,0.0986,6.7175,0.1
CD7,CUST_16047_PI416261804,0.1622,0.4041,0.1149,8.1252,0.113
KRTAP8-1,A_23_P312932,0.1618,0.4005,0.1122,14.9246,0.113
SPAG4L,CUST_825_PI416261804,0.1618,0.3557,0.0989,9.1986,0.1
NPC1L1,A_23_P20075,0.1617,0.4156,0.1354,7.8222,0.138
LOC100287107,CUST_1682_PI416261804,0.1616,0.4108,0.1205,6.9614,0.12
C9orf44,CUST_11988_PI416261804,0.1616,0.3267,0.0997,11.3505,0.099
PSD4,A_23_P68121,0.1616,0.3551,0.1023,9.4287,0.103
SERPINB2,A_23_P153185,0.1613,0.4186,0.1248,7.3711,0.127
IVL,CUST_77_PI416383280,0.1613,0.415,0.1242,6.9111,0.133
LOC100131176,CUST_3223_PI416261804,0.1613,0.3672,0.0921,7.8762,0.097
ATP5J,CUST_14706_PI416261804,0.1613,0.3472,0.1309,6.286,0.133
DUX4,A_23_P104413,0.1611,0.3128,0.0922,4.7309,0.093
THAP7,CUST_10426_PI416261804,0.161,0.4247,0.0944,8.6094,0.097
LOC100287562,CUST_14654_PI416261804,0.1608,0.4277,0.1191,8.1326,0.12
SLC14A2,A_23_P27353,0.1607,0.4416,0.1104,10.4538,0.117
MFRP,A_24_P98783,0.1607,0.2759,0.0442,6.4833,0.045
hCG_1820661,A_32_P481631,0.1606,0.3969,0.1239,10.1639,0.121
PLEKHM1,A_23_P164112,0.1606,0.3666,0.1089,7.3971,0.109
SMARCA4,A_23_P39034,0.1604,0.386,0.1302,8.4014,0.13
CLCNKB,A_24_P224966,0.1601,0.288,0.0562,12.0891,0.056
RNASE13,CUST_263_PI416573500,0.16,0.4204,0.1163,8.072,0.12
POU3F3,A_24_P34575,0.1598,0.3279,0.0928,8.0878,0.091
SSTR4,CUST_9787_PI416261804,0.1597,0.4265,0.1142,14.8705,0.116
KIF7,A_24_P203689,0.1597,0.415,0.1171,7.9586,0.118
RAB28,A_32_P7204,0.1596,0.36,0.0938,6.7137,0.097
C1orf127,A_32_P468341,0.1593,0.4338,0.1152,11.5998,0.116
TMEM179,A_24_P93206,0.1587,0.3914,0.1196,8.9443,0.119
NUSAP1,CUST_6760_PI416261804,0.1585,0.4283,0.1308,7.4554,0.136
ARHGAP30,A_24_P911231,0.1583,0.3406,0.1014,8.3212,0.101
HHLA2,CUST_2252_PI416261804,0.1578,0.4059,0.1034,13.4786,0.103
MRPS10,A_24_P283294,0.1578,0.3097,0.0887,4.5809,0.086
SPHK1,CUST_14494_PI416261804,0.1577,0.458,0.1168,10.4693,0.116
SFRP5,A_23_P1352,0.1576,0.3218,0.0578,10.4369,0.058
WDR93,A_32_P34876,0.1573,0.3122,0.0759,7.6013,0.075
KRT9,A_23_P15734,0.1572,0.3805,0.0931,11.5159,0.093
LOC645249,CUST_3294_PI416261804,0.1571,0.274,0.076,11.1563,0.075
BX427435,A_32_P82907,0.1571,0.3128,0.081,8.4215,0.081
GUCA2A,CUST_669_PI416261804,0.157,0.3987,0.0986,6.8095,0.102
PHF7,A_23_P80684,0.1568,0.3805,0.1205,12.2512,0.123
ADAMTS10,A_23_P108314,0.1568,0.4186,0.1495,9.6494,0.16
FLJ38576,A_32_P744734,0.1566,0.4338,0.1226,7.5347,0.125
CEBPE,CUST_11253_PI416261804,0.1565,0.4374,0.1082,9.8507,0.11
DHH,A_23_P162314,0.1565,0.3902,0.1097,8.9272,0.11
VTN,A_23_P78099,0.1564,0.3485,0.0872,7.3862,0.085
LOC100287255,CUST_16900_PI416261804,0.1563,0.3751,0.1063,9.6429,0.106
SMAD6,A_23_P65812,0.1562,0.4422,0.1179,7.6061,0.12
USH1G,A_32_P914221,0.1561,0.3745,0.0694,6.9455,0.07
ZNF812,A_32_P33434,0.156,0.4338,0.1096,7.0724,0.111
OR10V1,CUST_223_PI416573500,0.156,0.4495,0.1256,9.2311,0.129
PRMT10,A_23_P41541,0.156,0.4096,0.1303,6.4991,0.131
OR52N2,CUST_328_PI416573500,0.1559,0.4513,0.1423,7.6101,0.15
PDE12,A_24_P230708,0.1559,0.4114,0.1184,7.6173,0.119
COX6B2,A_23_P78571,0.1559,0.4138,0.1091,10.6768,0.109
OLIG3,A_32_P124245,0.1559,0.4223,0.1205,12.4445,0.123
RNF121,A_24_P235870,0.1557,0.3932,0.1067,8.2409,0.11
UNQ6487,A_24_P765552,0.1555,0.3091,0.0749,8.0485,0.075
GCK,CUST_16898_PI416261804,0.1555,0.3672,0.1168,8.6895,0.119
ITIH5L,A_24_P134863,0.1554,0.444,0.1221,9.8894,0.122
RSHL1,A_23_P67411,0.1552,0.3956,0.1021,7.3933,0.106
KRT15,A_23_P27133,0.1551,0.3999,0.1005,7.999,0.104
CMIP,A_23_P100263,0.1551,0.3212,0.0974,12.1779,0.096
AF159295,A_24_P926820,0.155,0.4156,0.131,8.8951,0.131
ENPP7,A_23_P10640,0.1549,0.4114,0.1205,12.3399,0.124
MMP23A,CUST_2360_PI416261804,0.1549,0.4204,0.1303,6.9978,0.139
DPT,A_23_P200741,0.1549,0.3999,0.1192,7.989,0.119
PAX9,A_23_P426944,0.1549,0.3642,0.1096,11.3649,0.112
C1orf223,A_32_P97862,0.1548,0.3237,0.1028,8.3491,0.102
OR6M1,A_23_P150428,0.1547,0.3938,0.0897,9.4808,0.093
OR2AG2,CUST_71_PI416379584,0.1546,0.3999,0.1121,11.2863,0.114
MPZ,A_23_P138089,0.1545,0.3533,0.1013,11.4281,0.1
RBPMS2,CUST_1703_PI416261804,0.1545,0.3721,0.1031,9.4765,0.103
HBG1,A_23_P53137,0.1543,0.415,0.1186,21.1346,0.122
HSP90B3P,CUST_7140_PI416261804,0.154,0.369,0.0923,7.7353,0.092
METTL2A,A_32_P725218,0.1538,0.3787,0.1074,4.6816,0.111
LOC100131165,CUST_4262_PI416261804,0.1537,0.2716,0.0624,10.0261,0.063
LOC100129122,A_32_P65793,0.1537,0.3128,0.0992,6.747,0.098
OR2Y1,CUST_401_PI416379584,0.1536,0.4198,0.1215,8.4747,0.123
IQCF2,A_32_P165933,0.1535,0.3835,0.0947,7.9349,0.094
PATE3,CUST_989_PI416379584,0.1535,0.4017,0.1054,10.1151,0.108
FTSJ2,A_24_P363477,0.1534,0.3376,0.1042,4.6377,0.102
FOXE1,A_23_P216664,0.1533,0.3394,0.082,9.3964,0.082
RNF166,A_23_P385500,0.1533,0.3872,0.1327,9.3031,0.135
ENST00000396468,A_24_P542291,0.1533,0.2922,0.0866,8.5641,0.085
PEX11G,CUST_1446_PI416261804,0.1531,0.3969,0.1162,11.7085,0.114
NXNL1,A_23_P384650,0.1531,0.2535,0.0262,9.0003,0.025
SAP130,A_24_P247794,0.153,0.363,0.1006,7.58,0.097
GPR45,A_23_P131534,0.153,0.3684,0.1163,7.7916,0.118
LOC440434,CUST_4088_PI416261804,0.1528,0.3829,0.0962,5.0179,0.097
DEFB4,A_23_P157628,0.1525,0.3521,0.0886,7.2693,0.087
SNIP1,A_24_P276531,0.1524,0.4223,0.1288,8.3781,0.134
LILRB5,A_23_P164784,0.1521,0.389,0.1136,8.9415,0.118
C9orf153,CUST_22_PI416379584,0.1519,0.4011,0.0947,8.4806,0.096
LIPT1,CUST_4981_PI416261804,0.1517,0.3557,0.0922,7.6043,0.093
OR10A2,CUST_1211_PI416261804,0.1515,0.3485,0.0893,11.7823,0.088
C2orf54,CUST_5136_PI416261804,0.1514,0.3799,0.1015,6.6642,0.1
RAX,A_23_P89746,0.1513,0.3618,0.0763,9.8488,0.081
MMP21,A_23_P24211,0.1513,0.3757,0.1051,8.9756,0.106
TTK,CUST_13414_PI416261804,0.1512,0.3479,0.087,8.1647,0.09
C14orf162,A_24_P232790,0.1511,0.3587,0.0874,15.313,0.088
ZNF283,A_24_P247512,0.151,0.3672,0.0993,5.8592,0.098
AOC2,A_23_P4133,0.1508,0.4586,0.1104,8.9077,0.118
OR8B12,CUST_241_PI416573500,0.1508,0.3944,0.099,11.3781,0.097
WBSCR16,A_24_P370420,0.1508,0.3702,0.1132,7.9053,0.113
CPZ,CUST_871_PI416261804,0.1507,0.4446,0.1108,11.3157,0.113
CTAGE6,A_24_P67280,0.1506,0.2656,0.0689,9.1607,0.07
LOC100131225,CUST_206_PI416379584,0.1505,0.2747,0.0546,5.7498,0.054
C1orf84,CUST_84_PI416573500,0.1502,0.4114,0.1136,7.6484,0.115
HS3ST3A1,CUST_10909_PI416261804,0.1502,0.363,0.1057,7.7014,0.108
TINAGL1,A_24_P199774,0.1498,0.3902,0.0983,10.2299,0.1
PVRIG,CUST_414_PI416261804,0.1496,0.2728,0.0525,8.5533,0.051
ZNF728,A_24_P358868,0.1496,0.3884,0.1112,9.8298,0.112
GNRH2,A_23_P40272,0.1494,0.34,0.1046,7.1393,0.111
TTLL10,CUST_6722_PI416261804,0.1493,0.3291,0.0844,17.0407,0.085
SMYD5,A_23_P91015,0.1492,0.3545,0.1143,4.8653,0.116
FBXO11,A_23_P356101,0.1491,0.3896,0.0933,4.7062,0.092
C4orf10,CUST_7306_PI416261804,0.1491,0.4259,0.113,16.3247,0.117
RTP2,CUST_151_PI416379584,0.1491,0.4217,0.1241,8.4625,0.13
ANP32C,A_23_P92520,0.149,0.2868,0.0809,8.3335,0.079
C1orf161,A_23_P343366,0.1489,0.3866,0.1121,8.6371,0.113
PRKACG,A_23_P71926,0.1488,0.3479,0.0997,10.7852,0.098
LOC653056,CUST_2585_PI416261804,0.1486,0.389,0.1106,7.4528,0.113
FOXA3,A_23_P208737,0.1483,0.3769,0.0879,12.1925,0.088
C9orf70,CUST_3_PI416566447,0.1479,0.4398,0.1148,8.6685,0.115
LOC652586,CUST_4575_PI416261804,0.1478,0.4126,0.1044,10.9675,0.105
LOC401913,CUST_4223_PI416261804,0.1476,0.4525,0.1264,7.3479,0.133
KRTAP31,CUST_2186_PI416261804,0.1474,0.4204,0.1015,13.3462,0.103
ARIH1,A_23_P401014,0.1474,0.3587,0.1077,5.1112,0.106
ARHGEF15,CUST_748_PI416573500,0.1471,0.3521,0.0981,7.8346,0.098
ABCA4,CUST_16005_PI416261804,0.1471,0.2898,0.0388,8.8792,0.039
CWF19L1,A_23_P35354,0.1467,0.3527,0.1086,5.6666,0.11
APOL5,A_23_P166438,0.1465,0.3823,0.0984,8.0143,0.102
PDE6H,CUST_15382_PI416261804,0.1464,0.4138,0.1121,9.3255,0.113
LOC100131149,A_24_P340941,0.1464,0.3351,0.0647,8.0257,0.064
KRTAP19-1,A_24_P367242,0.1464,0.2783,0.0797,9.4461,0.077
ANO8,A_32_P73452,0.1462,0.3527,0.1001,10.2814,0.098
TTC16,CUST_698_PI416261804,0.1461,0.3049,0.0891,8.1019,0.087
D2HGDH,CUST_2618_PI416261804,0.1461,0.3267,0.0963,8.3062,0.096
GSTCD,A_23_P213038,0.146,0.3642,0.1052,7.288,0.107
EGFLAM,CUST_6228_PI416261804,0.1458,0.3817,0.0786,10.7639,0.083
CD209,A_24_P305345,0.1457,0.3896,0.1104,7.2028,0.111
LOC126661,CUST_87_PI416573500,0.1457,0.34,0.1025,9.6382,0.101
NGF,A_23_P115190,0.1455,0.4477,0.1236,8.3424,0.13
LOC730232,CUST_2553_PI416261804,0.1455,0.3618,0.1035,16.8049,0.103
ZNF575,A_24_P416595,0.1455,0.3067,0.0999,7.1132,0.098
SBK2,A_23_P142031,0.1454,0.4047,0.1162,7.5532,0.117
KLHL33,CUST_3841_PI416261804,0.1448,0.2747,0.0795,6.8081,0.082
UNQ6167,CUST_4213_PI416261804,0.1445,0.3975,0.1049,11.085,0.106
ABCA10,A_23_P89422,0.1445,0.3696,0.099,8.201,0.1
LOC100132570,CUST_505_PI416261804,0.1445,0.3575,0.1151,5.7926,0.115
TMEM151B,CUST_8406_PI416261804,0.1444,0.3479,0.1067,6.3539,0.108
FLJ45079,CUST_3_PI416379584,0.1444,0.2934,0.0558,10.8162,0.056
TNPO2,A_23_P354953,0.1438,0.2656,0.1014,6.4446,0.099
FXYD7,CUST_1543_PI416261804,0.1437,0.3327,0.0953,10.9514,0.097
HMX3,CUST_623_PI416573500,0.1431,0.3569,0.0784,6.6192,0.083
MYADML,A_32_P332,0.1429,0.3884,0.0868,10.7759,0.085
FGF6,CUST_5526_PI416261804,0.1428,0.444,0.1202,9.9953,0.122
LY6D,CUST_9166_PI416261804,0.1428,0.3624,0.0956,6.7909,0.097
IGFALS,CUST_13595_PI416261804,0.1427,0.3721,0.1034,6.9965,0.106
PGLYRP2,CUST_13505_PI416261804,0.1426,0.4096,0.1223,7.5034,0.127
C10orf27,A_23_P12858,0.1424,0.3902,0.084,8.3934,0.09
LOC100128626,A_24_P230116,0.1421,0.3303,0.0815,8.0431,0.082
MTNR1A,CUST_13812_PI416261804,0.1417,0.2928,0.0515,9.6871,0.051
ZNF81,CUST_6434_PI416261804,0.1416,0.3757,0.1142,5.0114,0.114
SNX33,CUST_6847_PI416261804,0.1416,0.3297,0.0813,8.1064,0.082
C9orf100,A_24_P30034,0.1414,0.3902,0.1031,8.4246,0.105
SBF1P1,CUST_3324_PI416261804,0.1412,0.3273,0.0835,8.7022,0.082
FOXN4,CUST_6584_PI416261804,0.1411,0.3993,0.1093,9.0171,0.116
LOC100134301,CUST_4550_PI416261804,0.141,0.3666,0.1043,5.6165,0.104
C7orf51,A_23_P407654,0.141,0.3497,0.0832,7.8631,0.084
TUT1,CUST_13723_PI416261804,0.1408,0.3521,0.0888,6.664,0.091
MORN1,CUST_89_PI416261804,0.1408,0.2989,0.0616,6.9475,0.061
HUS1,CUST_13161_PI416261804,0.1407,0.4041,0.1171,5.2623,0.127
SSTR3,CUST_12075_PI416261804,0.1405,0.3799,0.0932,7.2555,0.095
ZNF420,CUST_2042_PI416261804,0.1403,0.3848,0.1139,8.3624,0.112
IL28A,A_23_P409438,0.1402,0.415,0.1016,7.4027,0.105
